pedido_id,data_pedido,loja,canal_aquisicao,n_itens,categoria_principal,receita_liquida,desconto_aplicado,cliente_id
PED010506,2026-04-20,Shopping Norte,CRM/Email,1,Creatina,136.73,0.06,CLI02049
PED010507,2026-04-19,Barra,Busca Paga,1,Vitaminas,70.23,0.01,CLI03060
PED010508,2026-04-06,Barra,CRM/Email,1,Barras e Snacks,19.42,0.01,CLI00263
PED010509,2026-04-21,Barra,Busca Paga,3,Vitaminas,327.2,0.05,CLI04864
PED010510,2026-04-20,Centro,Orgânico,2,Whey Protein,238.12,0.03,CLI03962
PED010511,2026-04-24,Barra,Orgânico,1,Whey Protein,177.24,0.07,CLI01100
PED010512,2026-04-06,Barra,Influencer,1,Vitaminas,57.43,0.19,CLI04722
PED010513,2026-04-17,Barra,Orgânico,4,Vitaminas,594.31,0.03,CLI00454
PED010514,2026-04-21,Shopping Norte,Busca Paga,4,Creatina,599.2,0.05,CLI01981
PED010515,2026-04-07,Barra,Influencer,2,Barras e Snacks,31.12,0.16,CLI04498
PED010516,2026-04-09,Shopping Norte,CRM/Email,4,Whey Protein,499.59,0.03,CLI01690
PED010517,2026-04-20,Centro,Orgânico,2,Vitaminas,148.05,0.06,CLI01068
PED010518,2026-04-15,Shopping Norte,Influencer,1,Whey Protein,151.76,0.22,CLI04819
PED010519,2026-04-05,Shopping Norte,Instagram Ads,2,Barras e Snacks,69.24,0.16,CLI02032
PED010520,2026-04-25,Centro,CRM/Email,3,Whey Protein,400.15,0.03,CLI02039
PED010521,2026-04-04,Shopping Norte,Busca Paga,1,Bebidas Funcionais,11.88,0.03,CLI01610
PED010522,2026-04-23,Centro,Orgânico,1,Creatina,142.05,0.04,CLI04747
PED010523,2026-04-04,Centro,Instagram Ads,1,Bebidas Funcionais,11.74,0.15,CLI02592
PED010524,2026-04-21,Barra,Orgânico,2,Creatina,122.84,0.05,CLI01194
PED010525,2026-04-25,Shopping Norte,Busca Paga,3,Vitaminas,257.49,0.07,CLI00332
PED010526,2026-04-03,Shopping Norte,Busca Paga,2,Creatina,244.31,0.05,CLI00059
PED010527,2026-04-24,Centro,Influencer,1,Bebidas Funcionais,8.51,0.24,CLI02711
PED010528,2026-04-06,Barra,Instagram Ads,1,Barras e Snacks,12.03,0.24,CLI03750
PED010529,2026-04-02,Centro,Busca Paga,2,Vitaminas,80.63,0.01,CLI02152
PED010530,2026-04-16,Centro,Busca Paga,2,Creatina,217.99,0.05,CLI01295
PED010531,2026-04-13,Shopping Norte,Influencer,1,Bebidas Funcionais,8.25,0.19,CLI00666
PED010532,2026-04-23,Shopping Norte,Instagram Ads,3,Creatina,308.43,0.22,CLI02631
PED010533,2026-04-04,Shopping Norte,Busca Paga,1,Barras e Snacks,18.14,0.07,CLI01224
PED010534,2026-04-19,Barra,Influencer,1,Barras e Snacks,12.27,0.23,CLI04660
PED010535,2026-04-05,Shopping Norte,Influencer,1,Vitaminas,38.19,0.23,CLI03587
PED010536,2026-04-12,Centro,Instagram Ads,1,Barras e Snacks,13.88,0.21,CLI03646
PED010537,2026-04-16,Barra,Influencer,1,Vitaminas,56.22,0.16,CLI03949
PED010538,2026-04-26,Barra,CRM/Email,2,Creatina,255.46,0.08,CLI01787
PED010539,2026-04-01,Barra,Influencer,1,Bebidas Funcionais,10.74,0.24,CLI02279
PED010540,2026-04-22,Centro,Influencer,3,Barras e Snacks,117.79,0.23,CLI00315
PED010541,2026-04-27,Shopping Norte,CRM/Email,3,Bebidas Funcionais,70.59,0.02,CLI04390
PED010542,2026-04-11,Centro,Influencer,2,Creatina,158.82,0.2,CLI04689
PED010543,2026-04-22,Centro,Influencer,1,Barras e Snacks,12.72,0.16,CLI03757
PED010544,2026-04-27,Barra,Busca Paga,2,Barras e Snacks,37.18,0.03,CLI01428
PED010545,2026-04-06,Shopping Norte,Orgânico,2,Creatina,282.53,0.0,CLI03898
PED010546,2026-04-19,Centro,Influencer,2,Barras e Snacks,26.46,0.24,CLI04562
PED010547,2026-04-27,Shopping Norte,Instagram Ads,2,Barras e Snacks,28.22,0.17,CLI03095
PED010548,2026-04-09,Centro,Instagram Ads,1,Vitaminas,43.91,0.21,CLI01965
PED010549,2026-04-12,Shopping Norte,Influencer,2,Vitaminas,50.79,0.21,CLI03273
PED010550,2026-04-04,Shopping Norte,Instagram Ads,1,Barras e Snacks,16.27,0.24,CLI01932
PED010551,2026-04-19,Shopping Norte,Busca Paga,2,Whey Protein,246.67,0.03,CLI03842
PED010552,2026-04-20,Barra,Busca Paga,1,Bebidas Funcionais,9.7,0.06,CLI04874
PED010553,2026-04-08,Shopping Norte,CRM/Email,3,Vitaminas,149.59,0.01,CLI00429
PED010554,2026-04-27,Centro,Instagram Ads,2,Whey Protein,162.44,0.25,CLI02463
PED010555,2026-04-27,Barra,Orgânico,1,Barras e Snacks,15.94,0.01,CLI00525
PED010556,2026-04-11,Shopping Norte,Influencer,1,Barras e Snacks,16.83,0.16,CLI01349
PED010557,2026-04-10,Barra,Influencer,1,Whey Protein,180.15,0.19,CLI04431
PED010558,2026-04-14,Shopping Norte,Busca Paga,4,Creatina,467.08,0.01,CLI03388
PED010559,2026-04-07,Shopping Norte,Influencer,2,Creatina,98.26,0.24,CLI03828
PED010560,2026-04-06,Barra,Influencer,2,Creatina,113.93,0.15,CLI01527
PED010561,2026-04-11,Barra,Instagram Ads,2,Barras e Snacks,22.16,0.22,CLI00875
PED010562,2026-04-04,Centro,Instagram Ads,2,Whey Protein,133.48,0.23,CLI00386
PED010563,2026-04-19,Centro,CRM/Email,3,Bebidas Funcionais,205.95,0.04,CLI01029
PED010564,2026-04-13,Shopping Norte,Orgânico,2,Whey Protein,309.99,0.04,CLI01132
PED010565,2026-04-04,Centro,Influencer,2,Bebidas Funcionais,25.12,0.18,CLI01626
PED010566,2026-04-05,Shopping Norte,Orgânico,1,Creatina,111.15,0.0,CLI01067
PED010567,2026-04-07,Shopping Norte,Instagram Ads,1,Barras e Snacks,12.62,0.23,CLI00897
PED010568,2026-04-09,Shopping Norte,Busca Paga,1,Vitaminas,48.7,0.03,CLI04023
PED010569,2026-04-16,Barra,Instagram Ads,1,Barras e Snacks,12.96,0.16,CLI04712
PED010570,2026-04-24,Shopping Norte,Busca Paga,3,Barras e Snacks,181.89,0.0,CLI03088
PED010571,2026-04-09,Centro,Instagram Ads,3,Vitaminas,72.19,0.18,CLI04107
PED010572,2026-04-10,Centro,CRM/Email,2,Bebidas Funcionais,194.51,0.07,CLI04313
PED010573,2026-04-24,Barra,Instagram Ads,2,Barras e Snacks,26.42,0.23,CLI01990
PED010574,2026-04-10,Centro,Busca Paga,1,Barras e Snacks,15.83,0.01,CLI02612
PED010575,2026-04-17,Centro,CRM/Email,1,Bebidas Funcionais,11.2,0.07,CLI04354
PED010576,2026-04-16,Centro,Instagram Ads,1,Bebidas Funcionais,9.96,0.25,CLI00397
PED010577,2026-04-20,Barra,Busca Paga,1,Bebidas Funcionais,10.31,0.04,CLI01427
PED010578,2026-04-08,Shopping Norte,Influencer,2,Barras e Snacks,26.7,0.22,CLI04459
PED010579,2026-04-22,Shopping Norte,Instagram Ads,2,Vitaminas,59.16,0.15,CLI00009
PED010580,2026-04-06,Centro,Instagram Ads,1,Creatina,107.43,0.24,CLI01419
PED010581,2026-04-23,Centro,Busca Paga,3,Vitaminas,362.24,0.01,CLI00965
PED010582,2026-04-19,Shopping Norte,Busca Paga,3,Vitaminas,281.39,0.05,CLI02514
PED010583,2026-04-21,Centro,Busca Paga,3,Creatina,460.81,0.02,CLI04239
PED010584,2026-04-25,Centro,CRM/Email,3,Whey Protein,374.38,0.05,CLI02775
PED010585,2026-04-18,Centro,Influencer,1,Barras e Snacks,12.51,0.17,CLI04016
PED010586,2026-04-04,Centro,Busca Paga,1,Vitaminas,66.14,0.02,CLI03735
PED010587,2026-04-02,Centro,Influencer,1,Barras e Snacks,16.7,0.18,CLI00942
PED010588,2026-04-02,Barra,Orgânico,1,Creatina,115.63,0.03,CLI02557
PED010589,2026-04-24,Centro,Instagram Ads,1,Barras e Snacks,17.32,0.16,CLI04883
PED010590,2026-04-19,Centro,Busca Paga,1,Whey Protein,198.25,0.04,CLI03026
PED010591,2026-04-08,Centro,Busca Paga,1,Vitaminas,44.13,0.07,CLI03505
PED010592,2026-04-12,Centro,Influencer,1,Barras e Snacks,14.17,0.23,CLI01949
PED010593,2026-04-02,Centro,Influencer,2,Barras e Snacks,169.58,0.22,CLI04192
PED010594,2026-04-02,Centro,CRM/Email,2,Bebidas Funcionais,27.85,0.03,CLI00705
PED010595,2026-04-23,Barra,CRM/Email,2,Whey Protein,250.43,0.01,CLI02467
PED010596,2026-04-02,Centro,Influencer,2,Barras e Snacks,29.26,0.19,CLI02338
PED010597,2026-04-24,Shopping Norte,Busca Paga,4,Whey Protein,654.23,0.02,CLI00200
PED010598,2026-04-24,Barra,Orgânico,3,Vitaminas,209.91,0.06,CLI04364
PED010599,2026-04-02,Centro,Orgânico,1,Barras e Snacks,19.56,0.02,CLI02549
PED010600,2026-04-27,Centro,Orgânico,1,Whey Protein,176.54,0.03,CLI01496
PED010601,2026-04-22,Barra,Influencer,2,Barras e Snacks,60.96,0.22,CLI00256
PED010602,2026-04-11,Barra,Instagram Ads,1,Barras e Snacks,13.77,0.25,CLI02109
PED010603,2026-04-10,Shopping Norte,Orgânico,1,Whey Protein,146.84,0.04,CLI01982
PED010604,2026-04-25,Centro,Influencer,1,Vitaminas,47.33,0.24,CLI04897
PED010605,2026-04-11,Centro,Orgânico,1,Bebidas Funcionais,13.33,0.06,CLI04572
PED010606,2026-04-25,Shopping Norte,Orgânico,3,Vitaminas,285.78,0.06,CLI02839
PED010607,2026-04-06,Centro,Busca Paga,3,Whey Protein,408.32,0.04,CLI00521
PED010608,2026-04-18,Barra,Instagram Ads,1,Bebidas Funcionais,8.49,0.21,CLI04304
PED010609,2026-04-06,Centro,Influencer,2,Barras e Snacks,26.96,0.19,CLI02825
PED010610,2026-04-11,Shopping Norte,Influencer,3,Whey Protein,152.08,0.2,CLI04104
PED010611,2026-04-26,Shopping Norte,Instagram Ads,2,Vitaminas,50.55,0.25,CLI04545
PED010612,2026-04-23,Shopping Norte,Instagram Ads,2,Barras e Snacks,61.92,0.23,CLI00053
PED010613,2026-04-14,Shopping Norte,Instagram Ads,1,Barras e Snacks,13.36,0.24,CLI03067
PED010614,2026-04-26,Centro,CRM/Email,1,Whey Protein,150.67,0.01,CLI00243
PED010615,2026-04-12,Shopping Norte,Orgânico,4,Whey Protein,437.31,0.06,CLI01903
PED010616,2026-04-05,Shopping Norte,Instagram Ads,1,Barras e Snacks,13.48,0.16,CLI04937
PED010617,2026-04-04,Shopping Norte,Influencer,2,Barras e Snacks,29.89,0.23,CLI04549
PED010618,2026-04-18,Barra,Influencer,3,Bebidas Funcionais,202.63,0.18,CLI03847
PED010619,2026-04-25,Barra,Influencer,1,Bebidas Funcionais,9.12,0.18,CLI00576
PED010620,2026-04-19,Barra,Instagram Ads,1,Barras e Snacks,14.94,0.17,CLI01807
PED010621,2026-04-22,Shopping Norte,Influencer,2,Barras e Snacks,23.09,0.18,CLI03333
PED010622,2026-04-26,Shopping Norte,Busca Paga,1,Vitaminas,51.34,0.01,CLI03507
PED010623,2026-04-18,Centro,Instagram Ads,1,Barras e Snacks,14.67,0.19,CLI02735
PED010624,2026-04-23,Centro,Instagram Ads,1,Bebidas Funcionais,9.95,0.24,CLI04164
PED010625,2026-04-20,Shopping Norte,CRM/Email,2,Whey Protein,245.31,0.05,CLI03859
PED010626,2026-04-26,Centro,CRM/Email,2,Barras e Snacks,72.73,0.02,CLI00884
PED010627,2026-04-03,Barra,Influencer,2,Barras e Snacks,29.9,0.2,CLI04541
PED010628,2026-04-22,Centro,Orgânico,4,Whey Protein,372.66,0.07,CLI02735
PED010629,2026-04-25,Shopping Norte,Orgânico,3,Barras e Snacks,128.11,0.08,CLI01329
PED010630,2026-04-05,Shopping Norte,Instagram Ads,3,Barras e Snacks,137.92,0.17,CLI03745
PED010631,2026-04-26,Centro,Orgânico,1,Vitaminas,45.8,0.07,CLI04360
PED010632,2026-04-05,Shopping Norte,Busca Paga,2,Creatina,283.58,0.04,CLI04284
PED010633,2026-04-24,Shopping Norte,Influencer,2,Barras e Snacks,24.25,0.22,CLI01239
PED010634,2026-04-09,Barra,Instagram Ads,2,Vitaminas,178.66,0.23,CLI03943
PED010635,2026-04-09,Shopping Norte,CRM/Email,4,Creatina,368.96,0.0,CLI02451
PED010636,2026-04-13,Barra,CRM/Email,3,Bebidas Funcionais,240.24,0.07,CLI00709
PED010637,2026-04-02,Barra,Busca Paga,4,Bebidas Funcionais,340.01,0.05,CLI03467
PED010638,2026-04-25,Centro,Orgânico,1,Whey Protein,202.75,0.02,CLI02110
PED010639,2026-04-20,Centro,CRM/Email,3,Vitaminas,198.51,0.07,CLI04433
PED010640,2026-04-14,Barra,Influencer,1,Barras e Snacks,15.1,0.16,CLI00385
PED010641,2026-04-26,Centro,Instagram Ads,2,Bebidas Funcionais,148.61,0.17,CLI00345
PED010642,2026-04-21,Shopping Norte,Instagram Ads,1,Vitaminas,49.86,0.21,CLI02238
PED010643,2026-04-15,Centro,Instagram Ads,1,Vitaminas,54.57,0.19,CLI01777
PED010644,2026-04-15,Shopping Norte,Instagram Ads,1,Bebidas Funcionais,11.15,0.16,CLI04072
PED010645,2026-04-14,Shopping Norte,Influencer,2,Creatina,174.11,0.15,CLI02301
PED010646,2026-04-17,Barra,CRM/Email,2,Whey Protein,279.42,0.04,CLI04754
PED010647,2026-04-15,Barra,Instagram Ads,1,Vitaminas,43.38,0.23,CLI00408
PED010648,2026-04-14,Shopping Norte,Instagram Ads,3,Barras e Snacks,298.48,0.24,CLI00040
PED010649,2026-04-23,Barra,Orgânico,3,Bebidas Funcionais,78.39,0.07,CLI01891
PED010650,2026-04-01,Barra,Busca Paga,3,Creatina,428.68,0.01,CLI04554
PED010651,2026-04-04,Barra,Orgânico,1,Bebidas Funcionais,13.36,0.05,CLI02975
PED010652,2026-04-13,Shopping Norte,Busca Paga,1,Whey Protein,196.13,0.0,CLI04576
PED010653,2026-04-18,Shopping Norte,CRM/Email,2,Whey Protein,236.25,0.04,CLI00887
PED010654,2026-04-15,Centro,Influencer,1,Bebidas Funcionais,9.64,0.23,CLI02113
PED010655,2026-04-20,Shopping Norte,Orgânico,4,Vitaminas,228.55,0.05,CLI04189
PED010656,2026-04-13,Shopping Norte,Influencer,2,Vitaminas,143.78,0.15,CLI00618
PED010657,2026-04-01,Centro,Influencer,2,Barras e Snacks,24.65,0.17,CLI00747
PED010658,2026-04-13,Barra,Instagram Ads,1,Bebidas Funcionais,10.07,0.16,CLI00801
PED010659,2026-04-10,Shopping Norte,Orgânico,2,Creatina,246.38,0.04,CLI03740
PED010660,2026-04-19,Shopping Norte,CRM/Email,3,Creatina,283.6,0.06,CLI01390
PED010661,2026-04-06,Shopping Norte,Orgânico,1,Barras e Snacks,18.89,0.08,CLI01945
PED010662,2026-04-06,Centro,Orgânico,2,Vitaminas,179.92,0.08,CLI00064
PED010663,2026-04-03,Shopping Norte,Instagram Ads,1,Barras e Snacks,15.86,0.23,CLI03172
PED010664,2026-04-22,Barra,Orgânico,3,Whey Protein,307.5,0.01,CLI00498
PED010665,2026-04-15,Centro,Instagram Ads,2,Bebidas Funcionais,172.32,0.2,CLI00107
PED010666,2026-04-01,Centro,Influencer,1,Bebidas Funcionais,8.48,0.15,CLI00528
PED010667,2026-04-12,Centro,Influencer,2,Bebidas Funcionais,25.71,0.21,CLI02669
PED010668,2026-04-12,Barra,CRM/Email,2,Whey Protein,178.7,0.0,CLI04240
PED010669,2026-04-26,Shopping Norte,Instagram Ads,2,Barras e Snacks,63.42,0.18,CLI01596
PED010670,2026-04-27,Centro,Influencer,1,Bebidas Funcionais,10.63,0.21,CLI02981
PED010671,2026-04-26,Shopping Norte,Busca Paga,2,Bebidas Funcionais,211.94,0.02,CLI03275
PED010672,2026-04-05,Centro,Instagram Ads,2,Vitaminas,46.04,0.21,CLI04584
PED010673,2026-04-24,Shopping Norte,Orgânico,1,Barras e Snacks,16.24,0.05,CLI04614
PED010674,2026-04-18,Barra,Orgânico,2,Vitaminas,72.89,0.03,CLI00750
PED010675,2026-04-02,Centro,Influencer,1,Creatina,95.92,0.25,CLI02748
PED010676,2026-04-01,Shopping Norte,CRM/Email,3,Creatina,465.42,0.0,CLI00984
PED010677,2026-04-27,Shopping Norte,CRM/Email,2,Bebidas Funcionais,210.51,0.08,CLI02887
PED010678,2026-04-21,Barra,CRM/Email,2,Whey Protein,350.75,0.01,CLI04887
PED010679,2026-04-03,Shopping Norte,Influencer,1,Bebidas Funcionais,11.28,0.18,CLI04673
PED010680,2026-04-23,Shopping Norte,CRM/Email,4,Creatina,420.68,0.04,CLI01725
PED010681,2026-04-17,Centro,Instagram Ads,2,Vitaminas,66.22,0.17,CLI03294
PED010682,2026-04-16,Shopping Norte,Orgânico,2,Creatina,115.56,0.08,CLI01834
PED010683,2026-04-14,Barra,Instagram Ads,2,Bebidas Funcionais,136.67,0.18,CLI01799
PED010684,2026-04-21,Shopping Norte,Orgânico,1,Creatina,103.34,0.07,CLI00882
PED010685,2026-04-22,Shopping Norte,CRM/Email,2,Whey Protein,311.21,0.06,CLI00303
PED010686,2026-04-10,Shopping Norte,Orgânico,3,Whey Protein,255.15,0.01,CLI00484
PED010687,2026-04-01,Barra,Orgânico,2,Bebidas Funcionais,222.37,0.07,CLI03468
PED010688,2026-04-11,Centro,Instagram Ads,2,Barras e Snacks,103.09,0.17,CLI00232
PED010689,2026-04-04,Centro,Influencer,2,Bebidas Funcionais,23.98,0.22,CLI03990
PED010690,2026-04-04,Centro,CRM/Email,1,Whey Protein,208.56,0.06,CLI04442
PED010691,2026-04-21,Centro,Instagram Ads,1,Barras e Snacks,14.67,0.16,CLI04962
PED010692,2026-04-20,Centro,Instagram Ads,2,Barras e Snacks,19.91,0.24,CLI01099
PED010693,2026-04-06,Barra,Instagram Ads,1,Bebidas Funcionais,9.34,0.25,CLI01000
PED010694,2026-04-23,Barra,Instagram Ads,2,Bebidas Funcionais,25.82,0.2,CLI03103
PED010695,2026-04-13,Barra,Instagram Ads,3,Barras e Snacks,47.24,0.21,CLI02790
PED010696,2026-04-10,Shopping Norte,Instagram Ads,2,Barras e Snacks,28.58,0.21,CLI02177
PED010697,2026-04-20,Centro,CRM/Email,2,Barras e Snacks,67.84,0.05,CLI00683
PED010698,2026-04-02,Barra,Orgânico,3,Creatina,482.82,0.07,CLI04112
PED010699,2026-04-19,Shopping Norte,Influencer,2,Bebidas Funcionais,139.51,0.16,CLI02885
PED010700,2026-04-02,Barra,Instagram Ads,1,Barras e Snacks,15.99,0.24,CLI00642
PED010701,2026-04-16,Centro,Instagram Ads,1,Barras e Snacks,11.72,0.22,CLI01076
PED010702,2026-04-27,Shopping Norte,CRM/Email,2,Creatina,272.46,0.07,CLI03977
PED010703,2026-04-17,Shopping Norte,Instagram Ads,3,Barras e Snacks,46.66,0.15,CLI00593
PED010704,2026-04-16,Shopping Norte,Instagram Ads,1,Creatina,122.38,0.17,CLI01334
PED010705,2026-04-10,Barra,Orgânico,3,Bebidas Funcionais,202.69,0.04,CLI01530
PED010706,2026-04-09,Shopping Norte,Orgânico,3,Barras e Snacks,92.8,0.07,CLI01022
PED010707,2026-04-14,Barra,Busca Paga,2,Creatina,155.37,0.04,CLI00038
PED010708,2026-04-19,Shopping Norte,CRM/Email,3,Whey Protein,425.22,0.06,CLI04253
PED010709,2026-04-20,Barra,Influencer,3,Barras e Snacks,42.81,0.21,CLI00735
PED010710,2026-04-22,Barra,Instagram Ads,1,Vitaminas,55.92,0.16,CLI03203
PED010711,2026-04-07,Centro,Influencer,2,Bebidas Funcionais,167.28,0.21,CLI02094
PED010712,2026-04-24,Shopping Norte,Influencer,2,Barras e Snacks,24.98,0.16,CLI03937
PED010713,2026-04-08,Shopping Norte,Busca Paga,3,Creatina,258.11,0.01,CLI02327
PED010714,2026-04-03,Barra,Instagram Ads,3,Barras e Snacks,43.96,0.24,CLI00575
PED010715,2026-04-14,Centro,Influencer,1,Creatina,118.32,0.22,CLI00342
PED010716,2026-04-25,Barra,Instagram Ads,1,Barras e Snacks,13.43,0.19,CLI00472
PED010717,2026-04-18,Barra,Instagram Ads,3,Barras e Snacks,162.02,0.17,CLI02323
PED010718,2026-04-26,Barra,CRM/Email,3,Bebidas Funcionais,268.56,0.04,CLI03394
PED010719,2026-04-21,Centro,Orgânico,1,Vitaminas,47.58,0.07,CLI01761
PED010720,2026-04-05,Shopping Norte,CRM/Email,1,Bebidas Funcionais,11.36,0.06,CLI00879
PED010721,2026-04-13,Shopping Norte,Instagram Ads,2,Whey Protein,153.18,0.21,CLI00797
PED010722,2026-04-10,Shopping Norte,Influencer,2,Bebidas Funcionais,22.21,0.24,CLI04015
PED010723,2026-04-21,Shopping Norte,Instagram Ads,3,Barras e Snacks,140.53,0.22,CLI00823
PED010724,2026-04-13,Centro,Influencer,2,Vitaminas,60.86,0.23,CLI01723
PED010725,2026-04-19,Shopping Norte,Instagram Ads,1,Creatina,97.4,0.17,CLI00014
PED010726,2026-04-22,Centro,Orgânico,4,Whey Protein,291.94,0.06,CLI03746
PED010727,2026-04-09,Centro,CRM/Email,1,Bebidas Funcionais,10.22,0.03,CLI03080
PED010728,2026-04-23,Centro,Instagram Ads,2,Bebidas Funcionais,19.54,0.21,CLI01557
PED010729,2026-04-16,Shopping Norte,Instagram Ads,1,Creatina,85.5,0.23,CLI00605
PED010730,2026-04-25,Centro,CRM/Email,3,Whey Protein,421.79,0.06,CLI01801
PED010731,2026-04-11,Shopping Norte,Influencer,2,Bebidas Funcionais,20.65,0.17,CLI04247
PED010732,2026-04-05,Barra,Influencer,2,Barras e Snacks,201.61,0.15,CLI00714
PED010733,2026-04-13,Centro,Busca Paga,3,Creatina,245.12,0.02,CLI04305
PED010734,2026-04-27,Shopping Norte,Instagram Ads,1,Barras e Snacks,13.74,0.17,CLI04043
PED010735,2026-04-09,Barra,Instagram Ads,2,Whey Protein,178.82,0.24,CLI02421
PED010736,2026-04-07,Shopping Norte,Instagram Ads,1,Creatina,108.42,0.23,CLI03114
PED010737,2026-04-18,Shopping Norte,Busca Paga,2,Creatina,234.3,0.04,CLI00274
PED010738,2026-04-16,Barra,Influencer,2,Bebidas Funcionais,22.63,0.19,CLI03918
PED010739,2026-04-25,Shopping Norte,Instagram Ads,1,Barras e Snacks,14.57,0.17,CLI00324
PED010740,2026-04-21,Centro,Orgânico,2,Barras e Snacks,229.71,0.05,CLI00496
PED010741,2026-04-08,Shopping Norte,CRM/Email,2,Barras e Snacks,204.56,0.03,CLI00532
PED010742,2026-04-25,Barra,Influencer,2,Barras e Snacks,25.42,0.23,CLI01252
PED010743,2026-04-26,Shopping Norte,CRM/Email,2,Barras e Snacks,61.5,0.02,CLI04646
PED010744,2026-04-15,Centro,Influencer,1,Barras e Snacks,11.84,0.23,CLI01722
PED010745,2026-04-08,Centro,Instagram Ads,1,Vitaminas,50.6,0.2,CLI03962
PED010746,2026-04-07,Centro,Instagram Ads,3,Bebidas Funcionais,118.89,0.15,CLI04012
PED010747,2026-04-03,Barra,Instagram Ads,2,Barras e Snacks,25.04,0.23,CLI04404
PED010748,2026-04-23,Shopping Norte,CRM/Email,1,Whey Protein,198.55,0.01,CLI01861
PED010749,2026-04-05,Shopping Norte,Instagram Ads,1,Bebidas Funcionais,10.98,0.17,CLI01906
PED010750,2026-04-25,Barra,Instagram Ads,2,Bebidas Funcionais,20.78,0.18,CLI01869
PED010751,2026-04-19,Centro,Influencer,1,Bebidas Funcionais,12.0,0.15,CLI03354
PED010752,2026-04-11,Shopping Norte,Instagram Ads,2,Barras e Snacks,58.27,0.21,CLI04840
PED010753,2026-04-16,Centro,Busca Paga,2,Vitaminas,228.42,0.06,CLI03370
PED010754,2026-04-15,Shopping Norte,Busca Paga,2,Vitaminas,63.0,0.06,CLI01815
PED010755,2026-04-10,Centro,Instagram Ads,2,Barras e Snacks,27.16,0.25,CLI01857
PED010756,2026-04-12,Barra,Busca Paga,3,Vitaminas,315.32,0.04,CLI03638
PED010757,2026-04-16,Barra,Orgânico,1,Whey Protein,148.87,0.08,CLI01695
PED010758,2026-04-12,Barra,Influencer,2,Vitaminas,182.21,0.24,CLI04267
PED010759,2026-04-05,Barra,CRM/Email,1,Barras e Snacks,19.88,0.03,CLI00573
PED010760,2026-04-02,Shopping Norte,Instagram Ads,2,Whey Protein,141.34,0.22,CLI00138
PED010761,2026-04-25,Centro,Busca Paga,2,Barras e Snacks,27.63,0.05,CLI03707
PED010762,2026-04-01,Barra,Orgânico,4,Barras e Snacks,143.72,0.07,CLI02056
PED010763,2026-04-12,Centro,Busca Paga,1,Creatina,149.42,0.02,CLI01751
PED010764,2026-04-26,Centro,Orgânico,2,Barras e Snacks,127.98,0.04,CLI02027
PED010765,2026-04-08,Shopping Norte,Busca Paga,2,Barras e Snacks,211.97,0.05,CLI04311
PED010766,2026-04-14,Shopping Norte,Influencer,2,Bebidas Funcionais,23.51,0.24,CLI00496
PED010767,2026-04-18,Centro,CRM/Email,2,Creatina,136.21,0.06,CLI00787
PED010768,2026-04-18,Barra,Influencer,1,Bebidas Funcionais,11.61,0.17,CLI03645
PED010769,2026-04-01,Shopping Norte,Orgânico,2,Bebidas Funcionais,75.58,0.01,CLI03862
PED010770,2026-04-15,Centro,Busca Paga,2,Bebidas Funcionais,26.91,0.08,CLI03338
PED010771,2026-04-25,Shopping Norte,Busca Paga,1,Whey Protein,202.84,0.02,CLI04801
PED010772,2026-04-24,Shopping Norte,Influencer,1,Bebidas Funcionais,11.31,0.17,CLI02799
PED010773,2026-04-12,Barra,CRM/Email,2,Whey Protein,257.77,0.05,CLI03910
PED010774,2026-04-16,Barra,Busca Paga,2,Creatina,201.47,0.01,CLI02431
PED010775,2026-04-09,Shopping Norte,Busca Paga,2,Bebidas Funcionais,29.0,0.02,CLI01485
PED010776,2026-04-08,Centro,Influencer,2,Barras e Snacks,27.63,0.17,CLI01538
PED010777,2026-04-12,Shopping Norte,Busca Paga,2,Bebidas Funcionais,187.1,0.02,CLI04052
PED010778,2026-04-15,Centro,Orgânico,3,Whey Protein,364.28,0.07,CLI03815
PED010779,2026-04-20,Centro,Influencer,1,Barras e Snacks,14.15,0.19,CLI00418
PED010780,2026-04-03,Centro,Busca Paga,3,Whey Protein,482.77,0.03,CLI04720
PED010781,2026-04-11,Shopping Norte,Orgânico,3,Barras e Snacks,268.87,0.08,CLI04299
PED010782,2026-04-27,Barra,Busca Paga,3,Whey Protein,615.16,0.04,CLI04866
PED010783,2026-04-04,Shopping Norte,CRM/Email,4,Vitaminas,218.74,0.03,CLI03682
PED010784,2026-04-21,Shopping Norte,Instagram Ads,1,Barras e Snacks,13.92,0.22,CLI03508
PED010785,2026-04-21,Centro,Instagram Ads,2,Bebidas Funcionais,26.67,0.19,CLI03550
PED010786,2026-04-22,Barra,Influencer,2,Barras e Snacks,20.24,0.23,CLI03069
PED010787,2026-04-19,Centro,Influencer,3,Vitaminas,122.79,0.21,CLI03640
PED010788,2026-04-26,Shopping Norte,Orgânico,2,Creatina,320.56,0.02,CLI01759
PED010789,2026-04-18,Centro,Busca Paga,2,Barras e Snacks,227.98,0.04,CLI04280
PED010790,2026-04-10,Shopping Norte,Orgânico,4,Vitaminas,402.15,0.07,CLI03661
PED010791,2026-04-02,Shopping Norte,Influencer,2,Barras e Snacks,20.69,0.19,CLI03226
PED010792,2026-04-05,Shopping Norte,CRM/Email,2,Creatina,159.27,0.0,CLI04915
PED010793,2026-04-07,Centro,Influencer,3,Bebidas Funcionais,76.14,0.23,CLI04173
