shipment_id,created_at,origin_hub,destination_region,route_id,carrier,service_level,customer_segment,weight_kg,distance_km,promised_at,delivered_at,delay_hours,delivery_status,freight_revenue,operational_cost,contribution_margin,margin_pct
SHP-00340,2026-06-22 09:00:00,HUB-BH,Sudeste,R-PR-CO,Atlas Express,D+2,B2C,22.63,520.9,2026-06-24 15:00:00,2026-06-24 07:00:00.000000000,-8.0,No prazo,92.05,75.46,16.59,18.02
SHP-00341,2026-07-26 13:00:00,HUB-BH,Centro-Oeste,R-SP-RJ,RotaSul,Same Day,SMB,22.41,1500.0,2026-07-27 01:00:00,2026-07-27 14:06:40.540777012,13.11,Atraso crítico,152.74,105.34,47.4,31.03
SHP-00342,2026-06-05 13:00:00,HUB-SP,Nordeste,R-SP-RJ,RotaSul,Same Day,SMB,0.5,702.9,2026-06-06 01:00:00,2026-06-05 17:00:00.000000000,-8.0,No prazo,71.3,53.65,17.65,24.75
SHP-00343,2026-07-27 03:00:00,HUB-GO,Centro-Oeste,R-SP-PR,Nexo Log,Econômico,B2C,22.67,450.8,2026-07-31 03:00:00,2026-08-01 08:31:03.399449350,29.52,Atraso crítico,82.52,51.06,31.46,38.12
SHP-00344,2026-06-14 15:00:00,HUB-RJ,Nordeste,R-RJ-NE,Nexo Log,Econômico,B2C,8.3,1317.5,2026-06-18 15:00:00,2026-06-18 16:26:58.693904291,1.45,Atraso leve,106.16,54.7,51.46,48.47
SHP-00345,2026-07-20 23:00:00,HUB-GO,Nordeste,R-RJ-NE,RotaSul,D+2,B2C,0.98,199.0,2026-07-23 05:00:00,2026-07-22 21:00:00.000000000,-8.0,No prazo,27.78,16.44,11.34,40.82
SHP-00346,2026-06-24 19:00:00,HUB-BH,Centro-Oeste,R-PR-CO,Nexo Log,D+2,B2C,16.07,519.1,2026-06-27 01:00:00,2026-06-26 17:00:00.000000000,-8.0,No prazo,81.75,55.5,26.25,32.11
SHP-00347,2026-07-12 14:00:00,HUB-RJ,Centro-Oeste,R-SP-BH,RotaSul,D+2,B2C,10.7,1429.9,2026-07-14 20:00:00,2026-07-15 01:46:47.994809985,5.78,Atraso leve,113.88,87.77,26.11,22.93
SHP-00348,2026-06-09 08:00:00,HUB-SP,Centro-Oeste,R-BH-GO,ViaCargo,D+1,B2C,11.03,1527.5,2026-06-10 14:00:00,2026-06-10 20:26:37.054647278,6.44,Atraso leve,126.13,97.69,28.44,22.55
SHP-00349,2026-07-02 07:00:00,HUB-GO,Centro-Oeste,R-SP-BH,ViaCargo,D+2,B2C,10.65,440.6,2026-07-04 13:00:00,2026-07-04 22:34:06.083934014,9.57,Atraso crítico,61.93,44.44,17.49,28.24
SHP-00350,2026-07-27 22:00:00,HUB-GO,Nordeste,R-PR-CO,Atlas Express,D+2,B2C,2.82,1111.8,2026-07-30 04:00:00,2026-07-30 13:59:27.288436048,9.99,Atraso crítico,96.71,48.68,48.03,49.66
SHP-00351,2026-07-01 02:00:00,HUB-GO,Nordeste,R-PR-CO,RotaSul,Econômico,B2C,6.19,817.0,2026-07-05 02:00:00,2026-07-05 04:18:21.063160088,2.31,Atraso leve,73.22,51.54,21.68,29.61
SHP-00352,2026-07-02 04:00:00,HUB-RJ,Centro-Oeste,R-SP-PR,Atlas Express,Same Day,B2C,14.96,1262.1,2026-07-02 16:00:00,2026-07-03 00:50:20.954946669,8.84,Atraso crítico,113.26,87.11,26.15,23.09
SHP-00353,2026-06-17 15:00:00,HUB-RJ,Sudeste,R-BH-GO,RotaSul,D+1,B2C,2.26,1407.4,2026-06-18 21:00:00,2026-06-18 15:32:54.731401746,-5.45,No prazo,118.8,90.21,28.59,24.07
SHP-00354,2026-07-02 23:00:00,HUB-RJ,Centro-Oeste,R-SP-PR,Atlas Express,Econômico,B2C,13.57,536.1,2026-07-06 23:00:00,2026-07-06 15:00:00.000000000,-8.0,No prazo,77.34,37.31,40.03,51.76
SHP-00355,2026-07-16 22:00:00,HUB-GO,Sul,R-SP-BH,Atlas Express,Same Day,B2C,8.21,1091.3,2026-07-17 10:00:00,2026-07-17 02:00:00.000000000,-8.0,No prazo,108.54,64.21,44.33,40.84
SHP-00356,2026-07-23 23:00:00,HUB-SP,Sudeste,R-BH-GO,Atlas Express,D+2,SMB,23.78,1254.9,2026-07-26 05:00:00,2026-07-26 08:49:57.858696656,3.83,Atraso leve,151.65,119.31,32.34,21.33
SHP-00357,2026-06-16 16:00:00,HUB-RJ,Sudeste,R-SP-PR,RotaSul,D+2,Enterprise,18.08,1271.9,2026-06-18 22:00:00,2026-06-18 14:08:12.041827944,-7.86,No prazo,133.8,77.93,55.87,41.76
SHP-00358,2026-06-18 13:00:00,HUB-BH,Nordeste,R-BH-GO,Nexo Log,D+1,Enterprise,9.95,891.0,2026-06-19 19:00:00,2026-06-19 16:21:03.385614081,-2.65,No prazo,92.71,70.56,22.15,23.89
SHP-00359,2026-06-18 21:00:00,HUB-RJ,Centro-Oeste,R-BH-GO,Atlas Express,D+1,B2C,13.6,1124.5,2026-06-20 03:00:00,2026-06-20 19:50:24.327805449,16.84,Atraso crítico,120.43,85.5,34.93,29.0
SHP-00360,2026-07-21 13:00:00,HUB-BH,Nordeste,R-SP-BH,Atlas Express,D+2,B2C,20.57,981.9,2026-07-23 19:00:00,2026-07-23 22:34:58.783564690,3.58,Atraso leve,110.32,83.57,26.75,24.25
SHP-00361,2026-06-26 05:00:00,HUB-GO,Centro-Oeste,R-PR-CO,RotaSul,D+1,B2C,15.55,1153.3,2026-06-27 11:00:00,2026-06-27 16:10:38.342292602,5.18,Atraso leve,121.15,78.61,42.54,35.11
SHP-00362,2026-06-01 06:00:00,HUB-GO,Centro-Oeste,R-BH-GO,Nexo Log,D+1,B2C,23.71,1554.4,2026-06-02 12:00:00,2026-06-02 04:00:00.000000000,-8.0,No prazo,167.52,123.43,44.09,26.32
SHP-00363,2026-06-05 11:00:00,HUB-BH,Centro-Oeste,R-BH-GO,Nexo Log,D+2,B2C,2.81,618.8,2026-06-07 17:00:00,2026-06-08 04:45:14.603844690,11.75,Atraso crítico,66.02,41.39,24.63,37.31
SHP-00364,2026-07-23 08:00:00,HUB-BH,Sul,R-PR-CO,Atlas Express,Econômico,B2C,0.59,765.5,2026-07-27 08:00:00,2026-07-27 22:34:26.383583169,14.57,Atraso crítico,61.34,44.15,17.19,28.02
SHP-00365,2026-07-19 23:00:00,HUB-RJ,Nordeste,R-SP-RJ,Nexo Log,D+1,Enterprise,21.28,372.0,2026-07-21 05:00:00,2026-07-21 11:13:23.063914042,6.22,Atraso leve,83.15,53.23,29.92,35.98
SHP-00366,2026-07-03 21:00:00,HUB-GO,Sul,R-SP-BH,ViaCargo,Same Day,B2C,13.37,560.3,2026-07-04 09:00:00,2026-07-04 15:45:14.045754287,6.75,Atraso leve,83.19,48.21,34.98,42.05
SHP-00367,2026-07-03 09:00:00,HUB-BH,Centro-Oeste,R-PR-CO,Nexo Log,D+2,SMB,12.19,1448.6,2026-07-05 15:00:00,2026-07-06 04:35:25.286048889,13.59,Atraso crítico,121.45,98.49,22.96,18.9
SHP-00368,2026-07-13 21:00:00,HUB-GO,Sudeste,R-BH-GO,RotaSul,D+2,B2C,18.33,237.6,2026-07-16 03:00:00,2026-07-16 02:15:42.730785300,-0.74,No prazo,69.58,43.94,25.64,36.85
SHP-00369,2026-06-09 16:00:00,HUB-PR,Centro-Oeste,R-RJ-NE,Atlas Express,D+1,SMB,18.42,1270.4,2026-06-10 22:00:00,2026-06-11 05:31:21.324159816,7.52,Atraso leve,128.92,93.55,35.37,27.44
SHP-00370,2026-06-05 16:00:00,HUB-BH,Centro-Oeste,R-SP-RJ,ViaCargo,D+1,B2C,7.16,1289.2,2026-06-06 22:00:00,2026-06-06 14:00:00.000000000,-8.0,No prazo,106.72,80.47,26.25,24.6
SHP-00371,2026-06-29 18:00:00,HUB-PR,Nordeste,R-PR-CO,RotaSul,Econômico,Enterprise,10.63,469.6,2026-07-03 18:00:00,2026-07-04 01:42:40.920265732,7.71,Atraso leve,63.28,41.16,22.12,34.96
SHP-00372,2026-07-28 07:00:00,HUB-SP,Sudeste,R-BH-GO,Atlas Express,Same Day,SMB,4.94,372.9,2026-07-28 19:00:00,2026-07-28 11:00:00.000000000,-8.0,No prazo,60.29,35.65,24.64,40.87
SHP-00373,2026-07-26 05:00:00,HUB-BH,Sul,R-BH-GO,RotaSul,D+2,B2C,7.83,1543.4,2026-07-28 11:00:00,2026-07-29 08:55:22.664844509,21.92,Atraso crítico,129.31,74.27,55.04,42.56
SHP-00374,2026-06-10 20:00:00,HUB-GO,Sudeste,R-RJ-NE,Nexo Log,D+2,B2C,15.5,315.8,2026-06-13 02:00:00,2026-06-13 03:41:36.124716783,1.69,Atraso leve,63.47,51.29,12.18,19.19
SHP-00375,2026-06-19 12:00:00,HUB-SP,Sudeste,R-SP-RJ,RotaSul,Econômico,B2C,12.92,453.4,2026-06-23 12:00:00,2026-06-23 06:21:46.481070744,-5.64,No prazo,64.24,48.65,15.59,24.27
SHP-00376,2026-07-19 12:00:00,HUB-RJ,Sudeste,R-SP-BH,RotaSul,D+2,B2C,6.08,1376.8,2026-07-21 18:00:00,2026-07-22 00:12:55.663639570,6.22,Atraso leve,108.71,59.95,48.76,44.85
SHP-00377,2026-07-16 23:00:00,HUB-BH,Sudeste,R-SP-BH,ViaCargo,Same Day,B2C,21.13,105.8,2026-07-17 11:00:00,2026-07-18 01:16:08.342132984,14.27,Atraso crítico,65.29,51.5,13.79,21.12
SHP-00378,2026-06-26 06:00:00,HUB-RJ,Sul,R-SP-PR,Atlas Express,D+1,B2C,9.24,927.7,2026-06-27 12:00:00,2026-06-27 15:37:43.904641962,3.63,Atraso leve,91.58,62.98,28.6,31.23
SHP-00379,2026-07-26 17:00:00,HUB-RJ,Sul,R-RJ-NE,ViaCargo,Econômico,B2C,6.82,99.5,2026-07-30 17:00:00,2026-07-30 13:39:35.196374745,-3.34,No prazo,50.88,27.38,23.5,46.19
SHP-00380,2026-07-05 12:00:00,HUB-SP,Centro-Oeste,R-RJ-NE,RotaSul,D+1,B2C,22.86,990.0,2026-07-06 18:00:00,2026-07-06 10:00:00.000000000,-8.0,No prazo,121.43,59.89,61.54,50.68
SHP-00381,2026-07-18 12:00:00,HUB-GO,Sul,R-BH-GO,RotaSul,D+2,B2C,1.33,54.3,2026-07-20 18:00:00,2026-07-20 10:00:00.000000000,-8.0,No prazo,30.26,23.61,6.65,21.98
SHP-00382,2026-06-19 05:00:00,HUB-SP,Sudeste,R-BH-GO,Atlas Express,D+2,SMB,8.08,1077.1,2026-06-21 11:00:00,2026-06-21 22:16:07.226307169,11.27,Atraso crítico,99.58,72.65,26.93,27.04
SHP-00383,2026-07-28 17:00:00,HUB-GO,Nordeste,R-PR-CO,ViaCargo,D+2,B2C,17.58,1285.9,2026-07-30 23:00:00,2026-07-30 23:39:16.992788876,0.65,Atraso leve,141.49,90.78,50.71,35.84
SHP-00384,2026-07-21 04:00:00,HUB-BH,Centro-Oeste,R-SP-RJ,ViaCargo,Econômico,Enterprise,19.22,1539.6,2026-07-25 04:00:00,2026-07-25 18:20:59.689808701,14.35,Atraso crítico,141.43,102.01,39.42,27.87
SHP-00385,2026-06-28 03:00:00,HUB-GO,Sudeste,R-BH-GO,Nexo Log,D+2,SMB,6.27,1163.7,2026-06-30 09:00:00,2026-06-30 21:58:20.931141979,12.97,Atraso crítico,109.81,69.18,40.63,37.0
SHP-00386,2026-07-29 17:00:00,HUB-SP,Sudeste,R-SP-RJ,Nexo Log,D+2,B2C,6.15,1404.1,2026-07-31 23:00:00,2026-08-01 11:14:11.389128162,12.24,Atraso crítico,110.66,60.65,50.01,45.19
SHP-00387,2026-06-10 17:00:00,HUB-RJ,Sul,R-RJ-NE,RotaSul,D+2,B2C,6.82,1485.6,2026-06-12 23:00:00,2026-06-12 15:00:00.000000000,-8.0,No prazo,112.79,92.04,20.75,18.4
SHP-00388,2026-06-16 22:00:00,HUB-SP,Sul,R-RJ-NE,ViaCargo,D+1,Enterprise,12.4,549.1,2026-06-18 04:00:00,2026-06-18 01:45:55.411333927,-2.23,No prazo,84.31,58.55,25.76,30.55
SHP-00389,2026-06-25 07:00:00,HUB-BH,Nordeste,R-RJ-NE,RotaSul,Econômico,SMB,16.97,139.0,2026-06-29 07:00:00,2026-06-28 23:00:00.000000000,-8.0,No prazo,72.83,58.78,14.05,19.29
SHP-00390,2026-06-30 17:00:00,HUB-RJ,Sul,R-SP-PR,Nexo Log,Econômico,B2C,22.28,1537.0,2026-07-04 17:00:00,2026-07-04 12:07:50.998015164,-4.87,No prazo,144.07,86.25,57.82,40.13
SHP-00391,2026-07-12 10:00:00,HUB-GO,Sudeste,R-SP-BH,Atlas Express,Same Day,B2C,15.74,1043.5,2026-07-12 22:00:00,2026-07-12 22:28:34.818615921,0.48,Atraso leve,120.77,75.02,45.75,37.88
SHP-00392,2026-07-04 23:00:00,HUB-RJ,Centro-Oeste,R-SP-RJ,Atlas Express,D+1,SMB,0.68,264.6,2026-07-06 05:00:00,2026-07-06 13:04:03.745262657,8.07,Atraso crítico,46.49,32.27,14.22,30.59
SHP-00393,2026-07-27 11:00:00,HUB-GO,Centro-Oeste,R-BH-GO,Atlas Express,D+1,SMB,10.46,633.6,2026-07-28 17:00:00,2026-07-29 01:06:43.767162372,8.11,Atraso crítico,79.41,45.67,33.74,42.49
SHP-00394,2026-06-04 22:00:00,HUB-PR,Sudeste,R-SP-PR,Nexo Log,D+2,B2C,0.94,1160.9,2026-06-07 04:00:00,2026-06-07 07:25:13.659881619,3.42,Atraso leve,93.26,53.35,39.91,42.79
SHP-00395,2026-07-08 01:00:00,HUB-PR,Sul,R-SP-PR,Nexo Log,D+2,B2C,7.11,712.2,2026-07-10 07:00:00,2026-07-10 15:04:31.340533128,8.08,Atraso crítico,83.82,45.51,38.31,45.71
SHP-00396,2026-06-29 11:00:00,HUB-PR,Sudeste,R-BH-GO,Nexo Log,D+2,B2C,23.03,820.7,2026-07-01 17:00:00,2026-07-01 14:32:59.109189654,-2.45,No prazo,121.2,87.25,33.95,28.01
SHP-00397,2026-07-01 15:00:00,HUB-GO,Sul,R-SP-BH,RotaSul,D+1,B2C,5.43,1289.8,2026-07-02 21:00:00,2026-07-02 18:50:41.382167561,-2.16,No prazo,106.2,76.48,29.72,27.98
SHP-00398,2026-07-07 11:00:00,HUB-PR,Sudeste,R-PR-CO,RotaSul,Same Day,B2C,22.79,528.7,2026-07-07 23:00:00,2026-07-07 15:00:00.000000000,-8.0,No prazo,100.48,57.02,43.46,43.25
SHP-00399,2026-06-09 15:00:00,HUB-SP,Sudeste,R-SP-PR,ViaCargo,D+1,B2C,23.98,668.5,2026-06-10 21:00:00,2026-06-10 18:21:51.046090490,-2.64,No prazo,96.37,77.48,18.89,19.6
SHP-00400,2026-06-08 10:00:00,HUB-GO,Sul,R-BH-GO,Nexo Log,D+2,Enterprise,11.23,1559.5,2026-06-10 16:00:00,2026-06-10 08:18:03.945497036,-7.7,No prazo,122.1,99.58,22.52,18.44
SHP-00401,2026-06-26 13:00:00,HUB-GO,Centro-Oeste,R-SP-BH,RotaSul,D+1,B2C,12.65,1480.5,2026-06-27 19:00:00,2026-06-27 22:13:54.718246923,3.23,Atraso leve,134.97,79.06,55.91,41.42
SHP-00402,2026-07-02 04:00:00,HUB-SP,Centro-Oeste,R-SP-PR,ViaCargo,D+1,SMB,16.98,855.6,2026-07-03 10:00:00,2026-07-03 05:12:42.942973855,-4.79,No prazo,102.67,72.62,30.05,29.27
SHP-00403,2026-07-02 21:00:00,HUB-SP,Centro-Oeste,R-BH-GO,Atlas Express,Econômico,B2C,20.8,627.4,2026-07-06 21:00:00,2026-07-06 20:29:51.330450541,-0.5,No prazo,97.92,57.15,40.77,41.64
SHP-00404,2026-06-29 17:00:00,HUB-BH,Sul,R-RJ-NE,Atlas Express,D+2,B2C,20.83,563.4,2026-07-01 23:00:00,2026-07-02 13:40:47.612965093,14.68,Atraso crítico,107.64,59.26,48.38,44.95
SHP-00405,2026-07-16 02:00:00,HUB-SP,Nordeste,R-RJ-NE,Nexo Log,D+1,B2C,14.15,823.6,2026-07-17 08:00:00,2026-07-17 10:34:26.369706168,2.57,Atraso leve,87.08,56.52,30.56,35.09
SHP-00406,2026-07-03 03:00:00,HUB-BH,Nordeste,R-SP-PR,Atlas Express,D+2,SMB,1.94,309.3,2026-07-05 09:00:00,2026-07-05 07:39:52.832631217,-1.34,No prazo,39.46,27.11,12.35,31.3
SHP-00407,2026-06-20 13:00:00,HUB-GO,Nordeste,R-SP-BH,ViaCargo,Same Day,B2C,10.33,1535.1,2026-06-21 01:00:00,2026-06-21 17:35:04.591382779,16.58,Atraso crítico,141.65,102.43,39.22,27.69
SHP-00408,2026-06-18 23:00:00,HUB-GO,Centro-Oeste,R-SP-RJ,Atlas Express,Econômico,B2C,9.62,515.1,2026-06-22 23:00:00,2026-06-22 20:23:19.517517045,-2.61,No prazo,63.86,45.74,18.12,28.37
SHP-00409,2026-06-21 09:00:00,HUB-PR,Sudeste,R-SP-RJ,Atlas Express,D+2,B2C,3.61,1526.9,2026-06-23 15:00:00,2026-06-24 05:27:34.343290280,14.46,Atraso crítico,108.46,71.31,37.15,34.25
SHP-00410,2026-06-27 04:00:00,HUB-SP,Centro-Oeste,R-PR-CO,Atlas Express,D+1,B2C,11.94,1048.1,2026-06-28 10:00:00,2026-06-28 02:00:00.000000000,-8.0,No prazo,96.53,60.81,35.72,37.0
SHP-00411,2026-06-01 18:00:00,HUB-BH,Sudeste,R-SP-PR,Atlas Express,Same Day,B2C,23.77,1594.1,2026-06-02 06:00:00,2026-06-02 13:34:51.075546616,7.58,Atraso leve,171.33,106.89,64.44,37.61
SHP-00412,2026-06-29 06:00:00,HUB-SP,Centro-Oeste,R-SP-BH,Atlas Express,D+1,SMB,10.99,553.4,2026-06-30 12:00:00,2026-06-30 04:00:00.000000000,-8.0,No prazo,69.82,50.51,19.31,27.66
SHP-00413,2026-06-26 00:00:00,HUB-BH,Sudeste,R-SP-BH,Atlas Express,D+2,Enterprise,3.83,271.1,2026-06-28 06:00:00,2026-06-28 11:21:23.609827221,5.36,Atraso leve,51.49,29.33,22.16,43.04
SHP-00414,2026-06-30 23:00:00,HUB-BH,Sul,R-SP-PR,Nexo Log,Same Day,B2C,6.16,732.6,2026-07-01 11:00:00,2026-07-01 03:00:00.000000000,-8.0,No prazo,68.2,49.46,18.74,27.48
SHP-00415,2026-06-26 05:00:00,HUB-PR,Nordeste,R-SP-BH,RotaSul,Econômico,B2C,15.72,1065.7,2026-06-30 05:00:00,2026-06-30 07:24:46.471215382,2.41,Atraso leve,114.48,90.18,24.3,21.23
SHP-00416,2026-07-28 01:00:00,HUB-BH,Nordeste,R-SP-BH,Atlas Express,D+2,SMB,9.55,511.6,2026-07-30 07:00:00,2026-07-31 04:59:42.491590900,22.0,Atraso crítico,81.45,49.59,31.86,39.12
SHP-00417,2026-07-12 23:00:00,HUB-PR,Sul,R-SP-RJ,Nexo Log,Econômico,B2C,5.95,435.1,2026-07-16 23:00:00,2026-07-16 17:57:40.279218825,-5.04,No prazo,58.4,42.28,16.12,27.6
SHP-00418,2026-06-16 20:00:00,HUB-BH,Centro-Oeste,R-SP-PR,ViaCargo,D+2,Enterprise,20.42,479.5,2026-06-19 02:00:00,2026-06-18 20:33:45.541244972,-5.44,No prazo,103.01,63.28,39.73,38.57
SHP-00419,2026-07-15 16:00:00,HUB-BH,Centro-Oeste,R-RJ-NE,Atlas Express,D+1,B2C,18.98,460.9,2026-07-16 22:00:00,2026-07-17 10:23:36.541293435,12.39,Atraso crítico,92.79,73.25,19.54,21.06
SHP-00420,2026-06-08 09:00:00,HUB-SP,Sudeste,R-PR-CO,Atlas Express,D+1,B2C,9.88,1044.0,2026-06-09 15:00:00,2026-06-09 11:12:06.956225586,-3.8,No prazo,104.54,55.73,48.81,46.69
SHP-00421,2026-06-21 08:00:00,HUB-SP,Sul,R-SP-BH,RotaSul,D+2,B2C,22.17,869.8,2026-06-23 14:00:00,2026-06-23 09:41:27.263167514,-4.31,No prazo,119.39,60.28,59.11,49.51
SHP-00422,2026-07-03 15:00:00,HUB-GO,Sul,R-BH-GO,Atlas Express,D+2,Enterprise,5.42,527.3,2026-07-05 21:00:00,2026-07-06 11:40:05.113460041,14.67,Atraso crítico,68.07,47.07,21.0,30.85
SHP-00423,2026-06-27 15:00:00,HUB-BH,Centro-Oeste,R-SP-BH,RotaSul,D+2,B2C,21.8,166.3,2026-06-29 21:00:00,2026-06-30 00:20:18.953410875,3.34,Atraso leve,82.36,59.92,22.44,27.25
SHP-00424,2026-06-19 14:00:00,HUB-GO,Nordeste,R-BH-GO,ViaCargo,D+1,B2C,12.11,1232.1,2026-06-20 20:00:00,2026-06-20 12:00:00.000000000,-8.0,No prazo,111.46,75.84,35.62,31.96
SHP-00425,2026-07-02 12:00:00,HUB-BH,Nordeste,R-SP-PR,Nexo Log,Econômico,SMB,9.37,1594.5,2026-07-06 12:00:00,2026-07-06 19:09:16.459644928,7.15,Atraso leve,123.31,80.94,42.37,34.36
SHP-00426,2026-07-24 11:00:00,HUB-PR,Nordeste,R-BH-GO,Nexo Log,Econômico,SMB,10.37,823.9,2026-07-28 11:00:00,2026-07-28 12:31:04.107698081,1.52,Atraso leve,91.75,44.68,47.07,51.3
SHP-00427,2026-07-16 18:00:00,HUB-PR,Sul,R-RJ-NE,Atlas Express,D+2,B2C,1.0,622.1,2026-07-19 00:00:00,2026-07-19 05:23:30.943851663,5.39,Atraso leve,61.97,35.12,26.85,43.33
SHP-00428,2026-07-02 23:00:00,HUB-BH,Nordeste,R-SP-RJ,Atlas Express,D+1,Enterprise,13.0,709.3,2026-07-04 05:00:00,2026-07-04 05:54:51.275959487,0.91,Atraso leve,89.56,60.68,28.88,32.25
SHP-00429,2026-06-03 11:00:00,HUB-RJ,Sudeste,R-SP-RJ,Nexo Log,D+2,B2C,6.87,1378.1,2026-06-05 17:00:00,2026-06-05 12:10:28.759276007,-4.83,No prazo,112.76,78.61,34.15,30.29
SHP-00430,2026-07-02 16:00:00,HUB-BH,Nordeste,R-BH-GO,ViaCargo,D+2,B2C,17.02,1593.1,2026-07-04 22:00:00,2026-07-04 19:12:36.739486771,-2.79,No prazo,141.34,105.76,35.58,25.17
SHP-00431,2026-07-04 15:00:00,HUB-PR,Nordeste,R-PR-CO,Atlas Express,D+2,B2C,3.23,1123.6,2026-07-06 21:00:00,2026-07-07 05:35:30.453196392,8.59,Atraso crítico,94.05,74.52,19.53,20.77
SHP-00432,2026-07-14 19:00:00,HUB-SP,Nordeste,R-SP-BH,RotaSul,D+1,B2C,2.12,1162.0,2026-07-16 01:00:00,2026-07-16 06:43:35.454284744,5.73,Atraso leve,95.75,73.17,22.58,23.58
SHP-00433,2026-07-27 01:00:00,HUB-PR,Sudeste,R-SP-RJ,ViaCargo,Econômico,SMB,5.08,1292.9,2026-07-31 01:00:00,2026-07-31 16:01:07.945326808,15.02,Atraso crítico,97.41,67.1,30.31,31.12
SHP-00434,2026-06-07 09:00:00,HUB-SP,Centro-Oeste,R-RJ-NE,RotaSul,D+1,B2C,5.02,1123.3,2026-06-08 15:00:00,2026-06-09 01:34:18.909178686,10.57,Atraso crítico,94.24,59.63,34.61,36.73
SHP-00435,2026-06-06 09:00:00,HUB-RJ,Sudeste,R-SP-BH,Atlas Express,D+2,B2C,16.49,303.0,2026-06-08 15:00:00,2026-06-08 14:03:40.350508531,-0.94,No prazo,62.35,37.02,25.33,40.63
SHP-00436,2026-07-29 19:00:00,HUB-PR,Nordeste,R-RJ-NE,Atlas Express,Econômico,SMB,13.45,420.4,2026-08-02 19:00:00,2026-08-03 09:14:45.060544919,14.25,Atraso crítico,87.08,42.77,44.31,50.88
SHP-00437,2026-07-13 16:00:00,HUB-BH,Sul,R-SP-RJ,ViaCargo,D+1,B2C,12.98,1053.7,2026-07-14 22:00:00,2026-07-14 14:00:00.000000000,-8.0,No prazo,116.19,88.49,27.7,23.84
SHP-00438,2026-07-23 08:00:00,HUB-RJ,Sul,R-SP-PR,ViaCargo,D+2,B2C,0.69,325.3,2026-07-25 14:00:00,2026-07-25 20:14:50.572735254,6.25,Atraso leve,53.22,34.87,18.35,34.48
SHP-00439,2026-06-02 05:00:00,HUB-GO,Sudeste,R-PR-CO,Nexo Log,Same Day,B2C,22.96,457.2,2026-06-02 17:00:00,2026-06-03 07:53:23.591738331,14.89,Atraso crítico,106.75,83.46,23.29,21.82
SHP-00440,2026-06-29 03:00:00,HUB-BH,Sul,R-SP-BH,ViaCargo,D+2,SMB,19.08,1214.7,2026-07-01 09:00:00,2026-07-01 04:05:03.289984752,-4.92,No prazo,142.01,91.27,50.74,35.73
SHP-00441,2026-06-06 19:00:00,HUB-BH,Sul,R-SP-BH,ViaCargo,Same Day,B2C,7.08,1124.5,2026-06-07 07:00:00,2026-06-08 06:00:08.606283780,23.0,Atraso crítico,89.49,53.76,35.73,39.93
SHP-00442,2026-07-22 15:00:00,HUB-SP,Nordeste,R-PR-CO,ViaCargo,Econômico,B2C,5.35,1590.9,2026-07-26 15:00:00,2026-07-26 21:59:11.769811670,6.99,Atraso leve,126.79,64.49,62.3,49.14
SHP-00443,2026-07-16 23:00:00,HUB-BH,Sul,R-BH-GO,Atlas Express,Econômico,B2C,14.23,859.9,2026-07-20 23:00:00,2026-07-21 19:38:18.934627164,20.64,Atraso crítico,105.52,67.58,37.94,35.96
SHP-00444,2026-06-27 22:00:00,HUB-SP,Sul,R-SP-BH,Nexo Log,Same Day,B2C,8.39,1504.9,2026-06-28 10:00:00,2026-06-28 16:47:05.592777034,6.78,Atraso leve,128.4,84.35,44.05,34.31
SHP-00445,2026-07-18 06:00:00,HUB-BH,Centro-Oeste,R-RJ-NE,RotaSul,Same Day,B2C,18.95,1368.0,2026-07-18 18:00:00,2026-07-19 10:52:04.948884667,16.87,Atraso crítico,135.17,102.76,32.41,23.98
SHP-00446,2026-07-27 08:00:00,HUB-BH,Sul,R-PR-CO,Atlas Express,D+1,B2C,17.85,1346.5,2026-07-28 14:00:00,2026-07-29 02:49:04.910038603,12.82,Atraso crítico,144.97,74.6,70.37,48.54
SHP-00447,2026-06-02 20:00:00,HUB-RJ,Sudeste,R-PR-CO,ViaCargo,Same Day,B2C,12.37,1301.4,2026-06-03 08:00:00,2026-06-03 00:00:00.000000000,-8.0,No prazo,112.26,58.64,53.62,47.76
SHP-00448,2026-06-02 17:00:00,HUB-GO,Nordeste,R-SP-PR,ViaCargo,D+2,B2C,21.08,838.5,2026-06-04 23:00:00,2026-06-05 13:59:27.389454389,14.99,Atraso crítico,120.97,65.59,55.38,45.78
SHP-00449,2026-07-06 10:00:00,HUB-RJ,Centro-Oeste,R-SP-RJ,ViaCargo,Econômico,B2C,7.67,785.6,2026-07-10 10:00:00,2026-07-10 08:28:29.647054511,-1.53,No prazo,90.32,50.81,39.51,43.74
SHP-00450,2026-07-28 09:00:00,HUB-PR,Centro-Oeste,R-PR-CO,Atlas Express,Econômico,B2C,11.51,948.2,2026-08-01 09:00:00,2026-08-01 13:53:01.769253911,4.88,Atraso leve,91.69,57.48,34.21,37.31
SHP-00451,2026-06-25 14:00:00,HUB-GO,Centro-Oeste,R-BH-GO,Atlas Express,D+1,B2C,17.42,324.5,2026-06-26 20:00:00,2026-06-26 19:38:40.244206990,-0.36,No prazo,87.35,42.71,44.64,51.1
SHP-00452,2026-06-11 10:00:00,HUB-BH,Sudeste,R-SP-BH,ViaCargo,D+1,B2C,21.98,495.6,2026-06-12 16:00:00,2026-06-12 11:22:22.152612719,-4.63,No prazo,86.89,62.98,23.91,27.52
